,Herbivore.Insectivore.Rho,Herbivore.Insectivore.P,Herbivore.Insectivore.p.adj,Herbivore.Omnivore.Rho,Herbivore.Omnivore.P,Herbivore.Omnivore.p.adj,Insectivore.Omnivore.Rho,Insectivore.Omnivore.P,Insectivore.Omnivore.p.adj,Herbivore.Vertivore.Rho,Herbivore.Vertivore.P,Herbivore.Vertivore.p.adj,Insectivore.Vertivore.Rho,Insectivore.Vertivore.P,Insectivore.Vertivore.p.adj,Omnivore.Vertivore.Rho,Omnivore.Vertivore.P,Omnivore.Vertivore.p.adj,Carnivore.Herbivore.Rho,Carnivore.Herbivore.P,Carnivore.Herbivore.p.adj,Carnivore.Omnivore.Rho,Carnivore.Omnivore.P,Carnivore.Omnivore.p.adj
KLHL1,-0.517677399976819,1,1,-0.61104034174317,1,1,-0.0822038808240763,1,1,1.25771474340748,1,1,1.54550749346507,0.733341346650239,1,1.61153339347843,0.642381089338526,1,-0.151669973942619,1,1,-0.731905892188592,1,1
SLC17A2,-1.49613295441934,0.80771407058907,1,-2.05844502936311,0.237284597825373,1,-0.40916087562588,1,1,0.888413076760664,1,1,1.90766825871701,0.338604640190092,1,2.29578293015326,0.130129775544529,1,0.703926325931088,1,1,-1.35157934227015,0.52952976728759,1
ACOT7,-1.68660128496474,0.550080268357007,1,-0.667678105538644,1,1,0.997225566715955,1,1,-0.89417348200873,1,1,0.337404894436491,1,1,-0.412995550021679,1,1,1.70877562553441,0.262477558125709,0.743017965899714,0.94146690364896,1,1
PCDH9,0.0101342794756298,1,1,-0.375818535527616,1,1,-0.344727115626564,1,1,-0.928920602106987,1,1,-0.886268977679004,1,1,-0.656199606963008,1,1,0.390031884365159,1,1,-0.000712291513928043,1,1
SLC22A6,0.62799321211778,1,1,1.84305110984549,0.391929291318887,1,1.07308448403726,1,1,2.86879614468822,0.0247222361101299,0.315455360913381,2.2462747023398,0.148118507467318,1,1.44786175367944,0.885934307231687,1,-1.80578314221986,0.212856659041606,0.649741054836928,0.147117447300624,1,1
BFSP1,-1.94537231746507,0.310381104041975,1,0.384184341173261,1,1,2.12784219986494,0.200101015191887,1,0.00356430839240274,1,1,1.52444587731344,0.764384203017502,1,-0.287468618924207,1,1,1.35403567266923,0.527174991308905,1,1.59447751360521,0.332487369793696,1
SLC3A2,-1.17894403985893,1,1,-0.190489572967958,1,1,0.931860943899575,1,1,0.0123918145165126,1,1,0.881093453165443,1,1,0.150505177092599,1,1,0.881074624835889,1,1,0.623859518370064,1,1
GPR153,-3.45960104218471,0.00324585760149901,0.0598866716143728,-1.07216438231893,1,1,2.28262500890848,0.134714799140694,1,-1.87918337084274,0.361316756604057,1,0.482875648494262,1,1,-1.14749183003656,1,1,3.59695684326711,0.000965885628927759,0.0178498519060221,2.27640917359048,0.0684645933924388,0.611407425069558
HES3,-0.0186739656975017,1,1,0.160206204032617,1,1,0.159083269691153,1,1,-0.105605436981977,1,1,-0.0858264409803606,1,1,-0.210227719043999,1,1,0.0625287630162093,1,1,0.211607912076781,1,1
SLC17A4,-4.14644144404078,0.000202609492696919,0.00880910837812692,-1.53914458119051,0.742614020851932,1,2.58218424888095,0.0589062928809936,0.677603062281368,-3.57908537019767,0.00206879297487605,0.0730064871463319,-0.465403283830505,1,1,-2.45387391531102,0.0847959147722467,1,4.87285707779517,3.2998739841028e-06,0.000309486931284041,3.06364384617489,0.00655977165329787,0.201401871781621
SPINK9,-1.88608382820533,0.355701955174303,1,0.435678901657018,1,1,2.13684268431678,0.195664734482981,1,-0.610424894529366,1,1,0.808404938556563,1,1,-0.898548352838701,1,1,1.70423776750759,0.265010028159712,0.747776499974795,1.97911821977307,0.143408092748816,0.857100987505848
PCDH17,1.38789982512834,0.991005306709284,1,2.14628422156469,0.191101857981217,1,0.651636838496046,1,1,0.660047072129892,1,1,-0.35049642724798,1,1,-0.850760680377999,1,1,-1.36635377673984,0.515483848595362,1,0.859667222409596,1,1
LRRC3C,-0.157903516559675,1,1,-0.533669705819767,1,1,-0.323709330077342,1,1,-0.706966357215242,1,1,-0.545759456825928,1,1,-0.306479193048241,1,1,0.452451536176624,1,1,-0.101245580076763,1,1
RNF207,0.401042163502419,1,1,-2.91858974463977,0.0210971187170857,0.702516285081141,-3.00787080721019,0.0157850971867168,0.335853131632271,-0.849632526978059,1,1,-1.10060989500904,1,1,1.34464377568279,1,1,0.117399489732249,1,1,-2.80881200223079,0.0149174022590709,0.302500727431916
PCDH8,-1.48459593200999,0.825905362382439,1,0.444345468689281,1,1,1.80031295537283,0.430867418340155,1,-0.816108296815526,1,1,0.290385612873487,1,1,-1.10342024963453,1,1,1.50187628844654,0.399387184158919,0.966334099562842,1.8342969620295,0.199829774655347,0.99791076770163
LYPD5,-0.955568315205152,1,1,0.904645689451095,1,1,1.70477096350962,0.529422893584932,1,1.7377248838858,0.493555811414046,1,2.30158281565938,0.128152260906498,1,1.05953463473413,1,1,0.0176649802737903,1,1,0.903426853877335,1,1
FBXO48,-2.73482212384773,0.0374483960359402,0.295391638426421,-1.74807246294955,0.48270888348249,1,1.01859891765278,1,1,0.439244955142846,1,1,2.2857728514501,0.133605304323217,1,1.58680701189224,0.675338161568511,1,1.95891358569532,0.150368723158095,0.523170197011447,0.126517885279495,1,1
GLIPR2,-2.66928029717595,0.0456083911136016,0.336736913471166,-1.81386336435107,0.418192585386227,1,0.850468889169415,1,1,-0.716826511515889,1,1,1.21702509272867,1,1,0.578081262523118,1,1,2.37674376575403,0.0523986492515445,0.263415119151986,0.39444755251067,1,1
SCGN,-2.49609252311443,0.0753419064847262,0.46678959211233,-2.2407117182998,0.150268527343894,1,0.481899865409148,1,1,-0.074964559388401,1,1,1.84303472760458,0.391943641497559,1,1.5545035720815,0.720386071623055,1,1.81294924172699,0.209518951195583,0.64216531487764,-0.459627513105469,1,1
CNMD,1.0282510566225,1,1,1.59851051593934,0.659576441735512,1,0.483312240052021,1,1,1.17847748204524,1,1,0.408905303498424,1,1,0.0549651340068652,1,1,-1.31502852528862,0.565500947567713,1,0.351403350839168,1,1
RECK,1.46760219448936,0.853273869418866,1,1.12831660426021,1,1,-0.351410604529738,1,1,0.588181066275507,1,1,-0.518946969371246,1,1,-0.248615053583501,1,1,-1.37992149819199,0.502832449730922,1,-0.151077090740239,1,1
GRXCR2,2.46246382845801,0.082791654315357,0.494907324110333,1.82316852269608,0.409667225579696,1,-0.674775982358897,1,1,1.51353641316358,0.780860754256328,1,-0.32543726694831,1,1,0.194346071147236,1,1,-2.5925317513754,0.0285817159577205,0.17650722883913,-0.593287158969128,1,1
OR13J1,-0.0400874837062661,1,1,0.603537884076104,1,1,0.565069884055471,1,1,1.96017966610559,0.299848765679085,1,1.86268827571217,0.375036818141314,1,1.5171316683764,0.775400664836661,1,-0.85285331501513,1,1,-0.228632595240245,1,1
ACTR2,-1.55278976187992,0.72284021651211,1,-3.36564048797941,0.00458197009030742,0.380506127571171,-1.50153827891273,0.799298362112108,1,-3.18546944675274,0.00867116179524013,0.168916941949099,-1.61047756105771,0.643761841433378,1,-0.284559424605416,1,1,2.83029418504396,0.0139515663965274,0.109725998609167,-0.850933872133643,1,1
CEP68,2.72110225659195,0.0390387788177659,0.303647052919887,0.604266272226794,1,1,-1.98034574732455,0.285988149821031,1,0.48160496118856,1,1,-1.52221700734395,0.767728290196748,1,0.0306675859801009,1,1,-2.27730223223445,0.0683045512167449,0.311732997432626,-1.47610886084457,0.419744011670262,1
PTER,2.94094917593156,0.0196324929673202,0.198439526969706,0.183409101047379,1,1,-2.61410954367254,0.0536762091674611,0.646701315270616,-0.640651068399058,1,1,-2.49530918027193,0.0755084534490164,0.992548197676367,-0.739824805463939,1,1,-2.16271502189432,0.091689314978096,0.375811131284928,-1.84871465151915,0.193497080787238,0.98374554748687
CKAP4,-0.17560055720867,1,1,0.704319323622108,1,1,0.811927595877114,1,1,0.517173020688161,1,1,0.622575867729365,1,1,-0.0243887615422679,1,1,-0.111806265870014,1,1,0.607069090443096,1,1
FUNDC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VPS36,0.672554083219078,1,1,-0.424463243121616,1,1,-1.00365221219393,1,1,-1.88074495443627,0.360039727742183,1,-2.26423770177323,0.141356993405236,1,-1.47881754557162,0.835134511250821,1,0.353857738923639,1,1,-0.102303463719978,1,1
MAOB,2.19739918609099,0.167951696183176,0.771364189451205,1.20799008359603,1,1,-1.00149402928933,1,1,1.02596969129443,1,1,-0.627044613920111,1,1,0.144168410312496,1,1,-2.14373095336996,0.0961633516117308,0.388223635804582,-0.8126419540461,1,1
LRRC10B,-2.38488212183196,0.102507568137245,0.56592326906834,-0.436142128419378,1,1,1.84283731857048,0.392116597876744,1,-0.796240440976227,1,1,0.856507936507937,1,1,-0.482121790643038,1,1,2.23053423129328,0.0771359926033034,0.335639036404035,1.63885274667427,0.303731792600274,1
ITGA8,0.875235089042302,1,1,-0.401749237448344,1,1,-1.17366605672207,1,1,0.51665772409938,1,1,-0.149825221613394,1,1,0.776315105237554,1,1,-0.906220700588101,1,1,-1.2271504558756,0.659298140314363,1
RGP1,-0.684744661008588,1,1,-2.44688419204455,0.0864582784901253,1,-1.58822971487592,0.6734064246816,1,-0.589431518967298,1,1,-0.0773317051023552,1,1,1.12984554430145,1,1,0.789879341226752,1,1,-1.69618854782237,0.269550535717308,1
FBXO47,0.52243320299042,1,1,3.658235322161,0.00152374692656088,0.249687893408315,2.77515068661927,0.0331056818561031,0.500293623845715,1.84751180402837,0.388037993688013,1,1.36948256779559,1,1,-0.731234142946582,1,1,-1.24019633514498,0.644708350838939,1,2.42693769452017,0.0456806118188205,0.504811498735626
KCNAB2,-3.15301606676497,0.00969557475719133,0.125481985640958,-2.48702939795188,0.0772888523691696,1,0.695271937818541,1,1,-1.96634317058306,0.295553899228582,1,0.43419862307518,1,1,-0.102046788417642,1,1,3.27089664621828,0.00321621250010567,0.0404824596419393,0.568872673461301,1,1
GBA2,1.4733338870707,0.843966165323307,1,0.535473793193203,1,1,-0.891058460995152,1,1,2.70330090989422,0.0411927375809723,0.423737090699193,1.45451322943855,0.87482441019281,1,2.19952453836946,0.167043877742023,1,-2.38596540804654,0.0511030597614606,0.258887328341852,-1.65179124523463,0.295731342045915,1
NDUFAF5,0.356986311160451,1,1,0.35350604038438,1,1,-0.00791532077181938,1,1,0.752304541628349,1,1,0.462242319747063,1,1,0.471643489806517,1,1,-0.609770367342356,1,1,-0.204877159180633,1,1
C12orf42,1.66644743029786,0.573745983171038,1,0.353033411811498,1,1,-1.37564269181311,1,1,1.30033313262589,1,1,-0.116208410904285,1,1,1.0596471887614,1,1,-1.9307343537897,0.160547736649209,0.545063198225799,-1.56466554066261,0.352984057146529,1
FAM171A1,1.22171916062076,1,1,-0.655765042297288,1,1,-1.71447980329901,0.518643859254419,1,0.404340166546919,1,1,-0.485304138429591,1,1,0.837063133688184,1,1,-1.12310692805182,0.784176252269586,1,-1.66295706723763,0.288963089274692,1
C6orf62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPP1R2C,-1.85088775157094,0.385114219257598,1,2.10408579548913,0.212225782125945,1,3.56572792601045,0.00217708592455246,0.112311472216726,0.741683703333543,1,1,2.03463826605403,0.251323704378801,1,-0.758478051554884,1,1,1.01658697575228,0.928049857812806,1,2.97288317159341,0.00885050159897868,0.234644014028401
GPR34,-3.68306888520493,0.00138265712993226,0.0339997654901376,-1.18132468620106,1,1,2.3668583072232,0.107638797457638,0.92473193692129,-1.99675201618831,0.275112770773341,1,0.845134137710959,1,1,-1.05338946499571,1,1,3.70848292371525,0.000625514155988406,0.0131436322310633,2.21797003600966,0.0796706265996553,0.657225630074308
PGA4,4.46944898706068,4.70528155527455e-05,0.00336091539662468,3.05171454879559,0.013652302327876,0.575927438552087,-1.41857922609948,0.936130355247214,1,3.23704823456461,0.00724637977811044,0.153003366598011,-0.638395847411056,1,1,0.586358896408553,1,1,-4.62773981843433,1.1090341059114e-05,0.000739651813035844,-1.26736817639623,0.615071019911633,1
NPHP4,-2.00210781631095,0.271638822378053,1,-0.359090287959911,1,1,1.525369178818,0.763002250677608,1,-2.32335685463184,0.120959939295227,0.780028678960514,-0.643802660606841,1,1,-1.93124369173521,0.32071753891965,1,2.61573668842726,0.0267105566554313,0.168979179245954,2.00425871039003,0.135127063127047,0.834451320693197
TAF2,1.75024924968768,0.480451883503175,1,2.89184717677108,0.022979051366917,0.730266462931684,0.997685293263485,1,1,0.827881160173791,1,1,-0.429567650997476,1,1,-1.19540481863848,1,1,-1.73287727089591,0.24935245479547,0.71777919368134,1.26461755402613,0.61802537198151,1
NMT2,-0.891094785291366,1,1,-0.0469125105262476,1,1,0.763854164147323,1,1,-0.109699726656586,1,1,0.500093740634801,1,1,-0.0723632614066715,1,1,0.749669195356179,1,1,0.619304692062913,1,1
MS4A13,0.288103070581369,1,1,1.07017189647074,1,1,0.667571206304148,1,1,3.15544995002431,0.0096150454888873,0.1795571569486,2.7451513514644,0.0362897977573702,0.737499169058318,2.32220964521348,0.12132989934426,1,-1.6691927647895,0.285237550607926,0.783468056906221,-0.514291256643992,1,1
AJAP1,-2.21704232628202,0.159721195847575,0.746360728259698,-0.892753950544276,1,1,1.29367820884066,1,1,-0.42442107358827,1,1,1.2906697276334,1,1,0.257305634004396,1,1,1.82899335440912,0.202201811407761,0.629177896211836,0.81405018479257,1,1
TDP2,-1.22678427662788,1,1,-1.19754261061917,1,1,0.0516003385922219,1,1,-0.468123207253622,1,1,0.421772751604929,1,1,0.386748938374951,1,1,1.15729336585466,0.741457569174656,1,-0.124917135309195,1,1
EXT1,-2.73265351980215,0.0376958308298547,0.296817565589407,0.0869201343892468,1,1,2.53179736349297,0.0680877302120539,0.722799683779766,-1.12526870615616,1,1,0.686978297000359,1,1,-1.12633869673746,1,1,2.6678478431519,0.0229016464619498,0.151794216787994,2.44221093088883,0.0437928444908126,0.497091849038679
KIAA0319,-0.0954948416864086,1,1,-1.05405872978161,1,1,-0.684987656699033,1,1,-1.66559825054441,0.574760758996191,1,-1.30155402631839,1,1,-0.832196347120264,1,1,1.07513910265352,0.846937364943196,1,0.0383721309032877,1,1
NYX,-3.09124997281091,0.0119589456921926,0.142559665048632,-1.09183045195438,1,1,2.02405831963914,0.257784909002794,1,-0.348165588306115,1,1,1.94250963110232,0.31245261087551,1,0.42935470552864,1,1,2.48716235842416,0.0386299854952618,0.216784428699289,1.31460780410742,0.565925237861074,1
OLAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0695709684399428,1,1,-0.061494501147209,1,1
SPIRE2,-1.37269018944322,1,1,-0.638195734362145,1,1,0.722530051065906,1,1,1.08465901853412,1,1,2.01594551284076,0.262834042241928,1,1.49133222415941,0.815245755816856,1,0.454211907179393,1,1,-0.20383046465113,1,1
LRRC47,-2.06801360944083,0.231832460228905,0.945997525417187,-0.935718762325312,1,1,1.06201650542325,1,1,-2.96657335774176,0.018068310766893,0.26059503763993,-1.28786047123553,1,1,-2.14906905217211,0.189773559396083,1,2.94495927710071,0.00968991515746226,0.0854244873418259,1.73974712852227,0.24571028991365,1
DCLRE1C,0.0690969855068376,1,1,0.0875070202591523,1,1,0.0145823965216969,1,1,-0.105881636125807,1,1,-0.150511693097187,1,1,-0.164870937272744,1,1,-0.00188350724922482,1,1,0.0851654098137668,1,1
TP73,-0.0134327369628266,1,1,0.118423030993868,1,1,0.119930328458017,1,1,-1.56840862453189,0.700714797824367,1,-1.46898036048386,0.851028697277167,1,-1.57709532766196,0.688641552900482,1,0.739678716653009,1,1,0.787646585209659,1,1
RCBTB1,0.519793030192715,1,1,0.241216499521546,1,1,-0.239656645738262,1,1,1.45617479988665,0.872065823852682,1,1.02571046665309,1,1,1.1954124073226,1,1,-1.04279788595688,0.891125731992804,1,-0.661342480371436,1,1
C19orf54,0.246063903712914,1,1,-0.113417634643926,1,1,-0.334146410835384,1,1,-0.760599357712324,1,1,-0.894479022865776,1,1,-0.648530679350091,1,1,0.204943793183041,1,1,0.0790607820162418,1,1
PHF11,-1.20622109384493,1,1,-0.0576695991249748,1,1,1.07727610721098,1,1,-0.281736451132927,1,1,0.716426302035144,1,1,-0.221628256153863,1,1,0.97728017400867,0.985291396706296,1,0.836508241006403,1,1
TPRG1L,-3.31070020063574,0.00558377130103598,0.088338045568799,-0.877278370286995,1,1,2.28721902701941,0.133098251869353,1,-1.9103923979478,0.336496253534948,1,0.467600335178997,1,1,-1.24209406402586,1,1,3.42884385353705,0.00181847446685441,0.0274473064729446,2.28505351771821,0.0669290696369136,0.60648406942725
CA9,1.19748599956438,1,1,0.00201128197484306,1,1,-1.11862841085251,1,1,2.87000374075502,0.0246280165804775,0.315455360913381,1.83585869034918,0.398271351803347,1,2.75738441817964,0.0349594847432622,1,-2.23951401810983,0.0753674707564667,0.330788027543592,-2.06242970465921,0.117500531026238,0.785745529670108
APRT,0.383041981806418,1,1,-0.766273437000396,1,1,-1.01978170775888,1,1,-0.601011156052255,1,1,-0.833023813815999,1,1,-0.0218295205974733,1,1,0.0071014873881649,1,1,-0.734029267872087,1,1
HSPA14,2.45791593561444,0.0838475288405956,0.498498982405443,0.294284177578124,1,1,-2.03222270895792,0.252786689639228,1,1.91041924308494,0.33647553087863,1,0.174283826285066,1,1,1.65249839867212,0.59059794782659,1,-2.76218950734525,0.01722454273199,0.126083652798167,-2.26487694075921,0.0705606965625686,0.618839165761487
ARHGEF16,-4.03167649399301,0.000332282304823009,0.012554747033615,-1.22423265123241,1,1,2.68529325186055,0.0434797158636458,0.579672781460625,-1.79353485281896,0.437324657348131,1,1.29220187793092,1,1,-0.843842653574464,1,1,3.87393153662357,0.000321280530373339,0.00822719392283673,2.35847713679663,0.0550502703317977,0.56034987058474
MRS2,-0.540214811660948,1,1,-1.47340212753284,0.843855821721537,1,-0.745864967315658,1,1,-1.51061564852019,0.785318428047492,1,-1.00518326923663,1,1,-0.466820964700996,1,1,1.13621654633336,0.76759784181449,1,-0.339301949988149,1,1
ARHGEF39,1.32038640474677,1,1,-0.261253835415253,1,1,-1.45051294653498,0.881493189332686,1,1.26367125971523,1,1,0.241421794420869,1,1,1.3847372528307,0.996796941909547,1,-1.60814760398031,0.323408566195308,0.848142073458019,-1.71479928672959,0.259146097103599,1
ANKEF1,-0.36103315566697,1,1,-0.877007932413784,1,1,-0.447985360404952,1,1,1.30555545453651,1,1,1.49404207396955,0.810987735905851,1,1.8832085766219,0.358032643212093,1,-0.320467005079262,1,1,-1.17023328869992,0.725721299887613,1
PKHD1L1,3.17880106878579,0.00887313288188531,0.118308438425137,-0.147778856974316,1,1,-3.12097679575036,0.0108151342117702,0.270743994864111,-0.0438285839057114,1,1,-2.40020352694414,0.0983157497677697,1,0.0649629087664236,1,1,-2.34170117972994,0.0575882317829867,0.279575867400679,-2.31520265995632,0.0618055312898927,0.58585262159094
ACTRT2,-3.30609960516399,0.00567626707468365,0.0888451961918258,-1.13068176218035,1,1,2.08754164335319,0.22103520496437,1,-0.920108212120965,1,1,1.63394524211207,0.613622093214048,1,-0.0481428361173953,1,1,2.87575377173443,0.0120919199401862,0.100032115271221,1.52636020400428,0.380760548487619,1
CCDC107,2.40045894395481,0.0982471649870314,0.550918682170269,0.719662449454262,1,1,-1.58202603722007,0.681861759967984,1,1.13254469995144,1,1,-0.639214638504328,1,1,0.586209891665985,1,1,-2.36853761781778,0.0535756925573894,0.267006590008697,-1.44732775667961,0.443415446098326,1
MMEL1,-2.33878836336707,0.116078335579616,0.610082352380603,-0.620351788337505,1,1,1.59444422032937,0.665019448409219,1,-2.01630038269543,0.262611449601129,1,-0.146869765067548,1,1,-1.45596871218702,0.872407614170675,1,2.7202908057554,0.0195673581756134,0.136761889512462,1.83186155430707,0.200916149063443,0.999933749953619
PAK5,1.99880536767717,0.273776500811561,1,1.79100301530191,0.439756866771292,1,-0.23838979983689,1,1,0.756712847772764,1,1,-0.634350122679302,1,1,-0.467145852766859,1,1,-1.90498516065139,0.17034600025844,0.566661955193559,0.00202263045262955,1,1
LPAR6,-1.52934980680134,0.757066490652455,1,-0.798246561211662,1,1,0.723299463594365,1,1,0.555283043002344,1,1,1.60890902606046,0.645817413302376,1,1.08783511241253,1,1,0.916610606379124,1,1,0.0672994715516869,1,1
ATP6AP2,2.11774206276282,0.205181510719826,0.874069649275948,1.15147013257067,1,1,-0.891927518887317,1,1,1.8469769251185,0.388502907788649,1,0.302345150170711,1,1,0.971290789336199,1,1,-2.45203879786587,0.0426148035017902,0.230671537831517,-1.08444449209453,0.83450329707626,1
BCOR,-0.450164026199162,1,1,1.34196035809876,1,1,1.60948355541136,0.645063887717023,1,0.653879093361805,1,1,0.930471708254658,1,1,-0.327407331400775,1,1,0.0490607832894305,1,1,1.35263167431434,0.528519984730842,1
HES5,-2.25036347380775,0.146555290071411,0.706858312241532,-0.750290525641518,1,1,1.34364904850072,1,1,-0.621130909460196,1,1,0.97218642137888,1,1,-0.066137801076175,1,1,2.02956468335229,0.127202423465409,0.467957726531486,1.04740262182184,0.884741769040511,1
DCDC2,2.91174857031599,0.0215647087017746,0.208960355637351,0.108132250539167,1,1,-2.65177787486381,0.0480415186433266,0.605056909865575,-1.28847949932072,1,1,-3.33220111500495,0.00516971794374314,0.310141718881039,-1.31942482172968,1,1,-1.57623334301678,0.344916110827541,0.881371445643929,-1.36085501012118,0.520678540744909,1
NUP160,-0.824395675232375,1,1,2.88181901592972,0.0237232058719908,0.742050783804485,3.35602579881413,0.00474427153749682,0.171067483323203,1.20978007825561,1,1,1.73039291089792,0.501360597357237,1,-0.911055111696192,1,1,0.0743218530939254,1,1,2.90663739534379,0.0109600925625801,0.260645244047665
PANK4,-2.95576915361037,0.0187134259676118,0.192402520356585,-1.03093905152521,1,1,1.85504645152303,0.381537561259244,1,-0.45158794857494,1,1,1.72228092830562,0.510111844904174,1,0.298973901529067,1,1,2.44936842385977,0.0429320953946985,0.231657325959311,1.25671041610703,0.62657554496828,1
NRSN1,-0.00340753114601943,1,1,-1.31595391069305,1,1,-1.19837539519371,1,1,-1.11119095236292,1,1,-1.05344088024677,1,1,-0.141325250320268,1,1,0.507781515906383,1,1,-0.838396359816047,1,1
CAMKMT,0.469130587725699,1,1,-0.20358664939611,1,1,-0.617298670269238,1,1,0.0168951790165617,1,1,-0.315623258036049,1,1,0.156428345265841,1,1,-0.367671423082067,1,1,-0.534891558286575,1,1
PLCB4,0.0809808118550319,1,1,0.793357940686345,1,1,0.643843507660431,1,1,1.02036106806691,1,1,0.917096223346122,1,1,0.457855227552027,1,1,-0.4972392912916,1,1,0.318514610458275,1,1
SLC35B4,-2.70080626928462,0.0415029703561953,0.314893553537142,-2.92894887267376,0.0204066216480822,0.697904558912178,-0.174784345648785,1,1,-0.417276247518018,1,1,1.56271433260942,0.708718810187171,1,1.71012314478339,0.523458622353904,1,2.2564151273183,0.072133935417266,0.321390093489161,-0.858240758521597,1,1
LIG3,0.842048343807531,1,1,-0.0679790777886969,1,1,-0.844803515020923,1,1,-1.23193525534699,1,1,-1.758346540083,0.472131380360324,1,-1.12720751245806,1,1,-0.00553597335895711,1,1,-0.0710245894331133,1,1
MORN1,-2.75425155271994,0.0352959206888269,0.285477889044712,-1.66128519083584,0.579937097058958,1,1.15461320137604,1,1,-0.801175868147559,1,1,1.20067215634886,1,1,0.346968198800488,1,1,2.47966299042209,0.0394519833775054,0.219509255677733,0.708249436429111,1,1
SRPX,0.500080121562347,1,1,0.81233269125256,1,1,0.253527818618534,1,1,-0.342394841015816,1,1,-0.670988721957295,1,1,-0.879152200957421,1,1,-0.240048694562674,1,1,0.569866379242106,1,1
SKI,-0.772448877005615,1,1,-0.134260982213661,1,1,0.603076530554543,1,1,1.07162531780676,1,1,1.52292866967271,0.76665931291206,1,1.1122733859598,1,1,0.0534230386756336,1,1,-0.0771855423564923,1,1
PRPF18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYNLT3,-1.84688995471992,0.388578545453097,1,-1.13791214793131,1,1,0.629029431584164,1,1,0.65495335615184,1,1,1.82691778712324,0.406272788661396,1,1.37141362691186,1,1,1.25336541332003,0.630218257653296,1,0.00307780073286297,1,1
CYBB,0.905476062483428,1,1,-0.593832610854306,1,1,-1.35022579558765,1,1,1.35249778376831,1,1,0.579386405950349,1,1,1.70507632281908,0.529081145129324,1,-1.33848719633948,0.542213014047688,1,-1.78135674555897,0.224562569156355,1
C11orf49,-2.10452335995743,0.211996914606816,0.891492492038756,-0.0659752043302883,1,1,1.85584098405899,0.380857361565372,1,0.841783314479336,1,1,2.23600622577296,0.15210818007663,1,0.846547515903321,1,1,1.32025351269829,0.560251172485581,1,1.11798229553721,0.790723664683015,1
XK,1.11667816709243,1,1,1.9482347008851,0.308321318732198,1,0.72103819571056,1,1,3.8709942614288,0.000650354064073833,0.037521374745562,2.85321738183771,0.0259674029852871,0.635332968961395,2.32120024515278,0.121656233805697,1,-2.61678910365655,0.0266283489978851,0.168601267958761,-0.434113695589859,1,1
PIGO,2.16332025242941,0.183099338758017,0.813972598841516,0.0738512612684371,1,1,-1.95359312325772,0.304496127253638,1,1.57065610801503,0.697575297551328,1,-0.0626541165221711,1,1,1.4570489868444,0.870617150754713,1,-2.38069695366024,0.0518397628184345,0.261393642759889,-2.11610247114316,0.103008280125466,0.73701896499367
LANCL3,-1.20083617106528,1,1,0.927375549183484,1,1,1.90014728907234,0.344482760108667,1,0.569432029034264,1,1,1.29277600451153,1,1,-0.0300480548933984,1,1,0.742772148298827,1,1,1.53445120082201,0.374756069255103,1
LRP4,1.92618642597731,0.324486600674861,1,-0.360500938325112,1,1,-2.13151472168907,0.198280565594806,1,2.64865987406297,0.0484869698971191,0.465860073361302,1.05193696075442,1,1,2.80532417124023,0.0301595985753057,1,-2.70228723844665,0.0206592726434824,0.142534733465792,-2.85736637460208,0.0128151736308868,0.282399554495919
FANCG,2.99598379817175,0.0164136580889351,0.176364521012913,0.0573755685293778,1,1,-2.72028641802376,0.0391352356870392,0.546581504008927,0.887701995207778,1,1,-1.33713002909178,1,1,0.805269092428372,1,1,-2.68106541617228,0.022016450449399,0.147622366149991,-2.37980147116745,0.0519659025920363,0.540167805143091
CFAP47,-2.42235215649509,0.092522393881131,0.530424935990342,2.78926479905027,0.0316967113761718,0.835606427094812,4.57049793334332,2.91940032366002e-05,0.00893693976630618,2.28101947267108,0.135283767760677,0.835357134474225,3.88352442751581,0.000617719100757178,0.148749639270506,0.120423272129671,1,1,0.475378993678635,1,1,3.08053745318089,0.00619882097097801,0.198759631389949
COX7A2L,0.0316774630512262,1,1,-1.11435481373795,1,1,-1.03550777812579,1,1,0.706857546180417,1,1,0.653019891435568,1,1,1.39878462238275,0.971265474064427,1,-0.317004575129103,1,1,-1.37374729486077,0.50856044578028,1
GDF9,2.00278356079194,0.271203150745201,1,-0.472978885369317,1,1,-2.28109378538671,0.135257386853876,1,-1.55869280736442,0.71441462984421,1,-2.90878177047994,0.0217704024348018,0.582018708943238,-1.15293498010091,1,1,-0.782141219621697,1,1,-1.17765403419495,0.716803676571616,1
SHROOM1,3.72389282969952,0.00117704537248453,0.0302323297727192,-0.490866873943382,1,1,-4.05748176397664,0.000297628135032577,0.0424601521507274,2.29531065547633,0.130291964391157,0.816597944813443,-0.407127595179236,1,1,2.58891983760205,0.057766502467898,1,-3.90174709843468,0.000286502719584504,0.00770544817718059,-4.24729352349234,6.49105236763921e-05,0.0244464663900588
