,Background...Carnivore.Rho,Background...Carnivore.P,Background...Carnivore.p.adj
DNAJA1,NA,NA,NA
KANK3,-0.0200249222462449,0.984023491472271,0.99201529194412
PTTG1IP,-0.346833930680959,0.728716084554103,0.856762093515778
SNX20,-1.35681769961974,0.174839142150674,0.382686489158616
SOX1,NA,NA,NA
CCR4,-2.52549438291236,0.0115535628431696,0.0690230132986657
IL3RA,NA,NA,NA
INPP5J,1.1875344219023,0.235016887377985,0.455053944823945
PRMT3,1.42303014441961,0.154727416889616,0.355809170785923
REC114,-0.932772137212262,0.350937630112848,0.577926748878206
CYP2F1,2.06715079904586,0.0387199466502855,0.151939414869609
KCND2,-1.01594431793423,0.309655903045857,0.538362332535616
H2AC21,NA,NA,NA
NPLOC4,-1.90326582087751,0.0570058683278698,0.192914275399928
PDGFB,0.567298496389202,0.570511398432212,0.755506816224146
CSTF2T,-0.458574446331024,0.646539790465076,0.808479926293966
DUT,NA,NA,NA
FBLN7,1.4895615183478,0.13633956658927,0.329763239955421
CLN8,0.661777533896528,0.508113806221014,0.70903080788189
RTN4RL1,-1.27628879583268,0.20185344934893,0.416360811777758
DMTF1,-0.858544698012451,0.390591760005794,0.612931495006177
ACP7,0.0804165250196079,0.935905984403279,0.968696192694942
GLTPD2,2.13362172611959,0.0328737580587597,0.137045383956077
MORF4L1,NA,NA,NA
FBXW4,1.55204479363525,0.120651506000689,0.305945424601173
SLC25A21,1.9141108438907,0.0556059942458337,0.189774701651067
DDX59,-0.984231528576603,0.325001687007634,0.553934248273899
PURA,0.829227982896771,0.406975413438649,0.627724822225559
GLRX5,-1.97872053609326,0.0478474795093331,0.172786395144535
FILIP1L,1.25926254980707,0.207935515350613,0.422845682550135
IKZF1,-0.67138236319899,0.501976977450463,0.70445212648425
HS3ST4,-0.278549180772583,0.780590817381523,0.88738319066272
CPNE8,0.466762370481045,0.640669900854112,0.80482483702116
H2AC20,-0.755858474781029,0.449734053093685,0.663785920334682
RBM43,3.44158862069297,0.000578309004291613,0.00912490293550156
OTOP2,-0.115682691757325,0.907904024121539,0.956593002031069
CLCNKA,6.79207050464103,1.10535501311398e-11,1.06768185847605e-07
TMEM121B,-1.47758617705929,0.139518576456542,0.334173436472925
H1-5,-0.484856843044332,0.627777897665904,0.795544528301573
DGCR6,2.3510134004271,0.0187223595822123,0.0951751592419628
TRAIP,1.68840705228222,0.0913331176419597,0.257695248510128
DRG1,NA,NA,NA
HOXD1,2.79565563955601,0.00517945559095424,0.0416611406929225
SMDT1,0.824758518386219,0.409508701457369,0.629717721031172
P4HB,-1.71069929182148,0.0871366385110083,0.250336024953925
H3C13,-2.22335391295532,0.0261919447836083,0.119014333026866
EFCAB13,1.84786716282394,0.0646215619140831,0.209240832580118
FMNL1,-0.954681656863045,0.339738708814892,0.568176272331771
RIMBP3C,0.775345752101873,0.438135381098544,0.654764631840469
SLC25A10,-0.528602069065327,0.597081524680777,0.775195552290179
CROT,1.41690302891431,0.156511280837546,0.358172480868177
PKP3,-3.38621968655975,0.000708626305085664,0.010375475900266
SLC6A17,-1.63825483321359,0.10136854542509,0.274793368948455
ZNF703,0.927386983089739,0.3537256466407,0.580673859010503
PSMG1,0.372680476132561,0.709386269099466,0.845616055951497
CADM1,-2.97762279576737,0.00290493252361492,0.0279247448420594
BGN,-0.781092910672179,0.434747851202007,0.652100093618412
SYNDIG1L,0.772484874103789,0.439827302191476,0.655729044522429
PCARE,-2.27417886400558,0.0229552345101381,0.109859281135884
SPAG16,-0.456714172169226,0.647876502979523,0.808855446365866
TBK1,1.58099308337286,0.113879619216623,0.295208682295606
LIMK2,0.715791594625571,0.474120043281598,0.682366623904277
FAM187A,0.268998989436813,0.787930460328045,0.891371526629011
RSRC2,-0.481359862341233,0.630260758249195,0.797075779797573
SS18L1,-0.894498593540297,0.371055181949154,0.597365882205675
SETD3,-1.50862539828307,0.131394539823419,0.322916357645743
RNLS,0.277796455050114,0.781168612582502,0.887662089277041
JAG2,-3.9128343445662,9.1219112621778e-05,0.00259784431154105
UPP1,-3.23689553221824,0.00120837639050352,0.0151926051705697
SELENOF,-0.227038147337226,0.820394079307999,0.908628526492719
ACSM5,-1.96023633625266,0.0499681732659875,0.177168455883201
SLC35D3,0.153690068619649,0.877854115835454,0.942878024272694
DGKA,2.75721396098986,0.00582961922810667,0.0450462406644604
FBXL6,1.27454054577464,0.202471912761941,0.417043926975648
PTCH1,-0.733363927135696,0.463336494422843,0.674200780591861
PAXBP1,-2.46715621274922,0.0136190928992103,0.0773371575142261
SOCS1,-1.10717566969347,0.268217984620916,0.493296701901262
SRPRA,-2.50159088050431,0.0123636705710371,0.0721710071338063
SETD4,0.631587260268147,0.527656613372082,0.722939810422588
KCNH7,0.460285538385866,0.645311280054189,0.80801034224485
ODF3L1,1.04857091833226,0.294375646437076,0.522119560476595
ROBO2,1.27686336214269,0.20165049097042,0.416105956579208
OR10J3,-1.01762601550489,0.308855719099112,0.537772350206594
AP2A2,-2.80015120778786,0.00510786741168234,0.0413163003063299
C2CD4C,-0.745222057493627,0.456137490554321,0.66934774772531
KLHDC3,-0.961452825086178,0.33632453443063,0.565286864297752
CSGALNACT1,0.590163591252692,0.555080978905697,0.743917351141263
GPRASP2,0.0296287774037106,0.976363114334976,0.988258760787226
PIWIL3,2.64668628806762,0.00812847207674163,0.0555042860463191
CHST6,1.59256640140567,0.111257495883613,0.291510535912508
SNAI3,-0.48273614599132,0.62928309470558,0.796453570681955
C6orf120,-2.65293703287477,0.00797947548416601,0.0549896300895528
RGS19,-0.321793639229253,0.747609033372239,0.867452330380545
NSMCE3,2.00642027460328,0.0448114269684162,0.166131515612444
EMILIN3,-0.540294169362657,0.588994178763117,0.769275753096058
MRGPRG,-1.65817653269239,0.0972818399911131,0.268556458224044
JRKL,0.559631387305857,0.575730891258326,0.759342637650334
FIGLA,1.29871999506077,0.194040039546523,0.40603674849166
DDX28,-0.202881317280627,0.839227797256963,0.920457212790149
SHC4,3.00239449283369,0.00267864807398428,0.026551635523073
MARCHF11,1.80240217707471,0.0714821529291414,0.222357702440111
CCR10,-0.424876169548458,0.670926947501132,0.821624603760447
CYB5D1,-0.110515071753166,0.912000897554822,0.958869913056346
SEMA4B,-2.27035342257942,0.023186148110931,0.110487013541329
HEXIM1,-0.508850522983294,0.610857002639182,0.784277386329011
HOXB4,NA,NA,NA
TRIML1,-0.648124134037663,0.516904665637519,0.716179439527446
PTGDR2,-1.58848659259214,0.112176350439474,0.292738411151867
IL1R2,2.99287271643814,0.00276364982934243,0.0270026007042379
LAMP1,2.46438999443169,0.0137246685965458,0.0775273635185045
GPR173,NA,NA,NA
OSBP2,1.52052445325999,0.128379217710697,0.318239086171406
TMED9,0.0421334470061812,0.966392316980808,0.984320779276214
TRAK2,-0.877328972513045,0.380307979945608,0.604385023720367
WDR53,3.49493253177189,0.000474181603523924,0.0079935748567144
TMPRSS11B,-0.144282600401282,0.885277317408068,0.946389522384837
MXI1,1.81673916171354,0.0692570622698128,0.218098103738466
ANXA2,1.31695629902598,0.187853273434676,0.398300856265824
RLIM,5.18334233686394,2.17944471004787e-07,4.31214606644603e-05
TAS2R60,-0.825789172213451,0.408923697368384,0.629503034124529
DBX2,3.61124105616823,0.000304735251029066,0.00586725751595304
XPOT,1.39012257459953,0.164491659326981,0.368842988562453
URAD,-0.366034619108533,0.714339243156353,0.84874245894212
SIMC1,1.07866134332026,0.280738724308872,0.508549355190039
KLHDC8B,-0.747577644077694,0.45471495347488,0.667990304357344
STAC3,1.13491005438706,0.256413006778254,0.479106965030467
ASB7,NA,NA,NA
AEN,-1.51002928624781,0.131035951491252,0.322485696002285
C11orf88,0.690106067865155,0.490127487600349,0.694763106244952
NOG,NA,NA,NA
ANO9,0.134503543796912,0.893004409009486,0.950365389062988
PHF12,2.53629022810776,0.0112033841412547,0.0677928721658137
NLRP9,3.78961525380379,0.000150880795240227,0.00362950825827164
COLEC10,-0.334908144278706,0.737694378298758,0.861435921913366
VSTM4,-0.176419914779978,0.859964060302595,0.933060074664126
CYP2U1,0.449086998968526,0.653368898716228,0.811691021975869
CRADD,-0.0523522914235409,0.95824798787869,0.980251565097599
SPATA45,3.16843926728831,0.00153259765858203,0.0180892236986641
FAM43B,-0.05034407502511,0.959848201487699,0.980918676482977
RFX6,0.713772174409689,0.475368068455833,0.683179742461087
SLIT3,-0.269841269841269,0.78728237135077,0.891031449826433
PRKCH,1.49815335537589,0.134093411322161,0.326907040540099
YIPF7,2.75169509685414,0.00592876928972185,0.0455316158373583
NR2C1,2.35073813019209,0.0187362146838987,0.0951812365546572
TNFAIP2,-1.77740969552647,0.0755008567210797,0.229498240331077
LYG2,2.04795414844088,0.0405644923619523,0.156402120935045
DGAT2L6,3.14895051908722,0.0016385793715309,0.0190706795740791
NPTXR,0.225033241007557,0.821953414797441,0.909738959098272
TMEM186,2.18121598035223,0.0291674453946602,0.127645773108122
MGAT1,0.680380588872609,0.496263508617938,0.700489475179568
LCK,0.963051157762417,0.335521850938491,0.564597367117513
PSMF1,-2.00603307433739,0.0448527193481833,0.166202646830614
IQCF2,NA,NA,NA
FIGN,-1.93016412575315,0.0535865049979978,0.185492696973962
MRPL40,2.67247206668202,0.00752946429051163,0.0531053257675532
TRIM50,-0.208126807300532,0.835129956242883,0.917713541370084
H2AC14,-1.56638656383409,0.11725814655202,0.301094731848144
ACAA1,1.08079883107367,0.279786608552988,0.507497133029105
TAS1R1,0.353314993308484,0.723852306419505,0.854166031931007
COPB2,-1.19342880069981,0.232701481103833,0.452376492741867
ZNF804B,1.7888336616118,0.0736416080318462,0.226359129185378
TM2D3,0.335823436017421,0.737004016114666,0.861030952553511
TSEN54,2.56309684978627,0.0103743104990128,0.0647296709434255
CCDC172,0.104986334211343,0.91638665250875,0.961363877045072
TSSC4,-1.19742273051598,0.231141828331734,0.45080151395905
EFNA5,NA,NA,NA
ANKRD45,1.71419215989177,0.0864934403092725,0.249008023130998
INKA1,0.305689174329469,0.759841316637078,0.875310049007501
OLIG2,-0.028646592947479,0.977146451517927,0.988517553045934
SELE,1.49120736937398,0.135907059481446,0.32914067537808
VPS33B,-1.70507339457833,0.0881807369131096,0.252326116263069
NPB,3.17464625367749,0.00150019267511122,0.0177345890374586
RIOX2,1.53695168657137,0.124305140935572,0.311941541968915
FAM83F,-0.61882374044599,0.536032480767504,0.729044899900593
ABHD17B,NA,NA,NA
PIF1,2.64379718049257,0.0081981763588824,0.0557305505915528
TMEM179B,0.270968383688626,0.786415349013663,0.890595541732071
STAC2,1.82908239549909,0.0673872658063458,0.21504718080009
KNTC1,2.0195487142738,0.0434302194601199,0.163265052505456
MAFA,-1.51974145841837,0.128575967474563,0.318569257359534
UBA7,1.79720324245582,0.0723033599830017,0.223985501455376
ADGRG3,-0.911763169345774,0.361893402488045,0.588428967691688
PGP,-1.26515043812207,0.205817405098885,0.420331994411186
BSG,-0.742216923093815,0.457955916808398,0.670769731600089
SCN5A,-2.64321993564962,0.00821216725018419,0.0557752298739927
GALNT17,-0.785049604872109,0.432424485248393,0.65031683275527
PIGA,-0.616553571274346,0.537529226486216,0.72990714859332
TTC32,-0.324580524325541,0.745498569154238,0.866408163480086
TUBB2A,-0.875189948987367,0.38147056115119,0.605203702098171
POU6F1,0.427372362042564,0.669108134559369,0.82089618935919
HMG20B,2.46811796912572,0.0135825548701986,0.0772177230938284
MRPL12,0.769888174247607,0.441366229404375,0.656881069279809
ARHGEF37,1.19248141641062,0.233072533219017,0.45269537661338
TCF12,3.12922593504961,0.00175267486701686,0.0198008805224136
KCTD11,0.918054325566891,0.358590425288881,0.585591751847653
H1-10,NA,NA,NA
TRARG1,1.25049866147187,0.211117443978597,0.426403358644213
MBD3L3,NA,NA,NA
EGFL8,2.19332681044144,0.0282838413272765,0.125199918174347
TPH2,2.37329750688164,0.0176300570114947,0.0916677618540266
CCDC87,0.0818181375969531,0.934791332713745,0.968342330532969
CASP9,-1.53675710819296,0.12435280048348,0.31196080428263
PCLO,0.473230226856831,0.636048934896024,0.801228770548003
NME9,-1.76645309865586,0.0773198635267196,0.232624807493254
CAAP1,1.38027515606842,0.167501941303079,0.372702972976383
BCDIN3D,2.57384464691357,0.0100575421685596,0.0635529635131441
CISD1,1.19084975460121,0.233712572499061,0.453345711128531
ARHGEF25,1.95882606119529,0.0501331604278202,0.177418765204315
ACTL7A,-3.99601786678485,6.44168744308439e-05,0.00202220572195532
OIT3,2.7623663228948,0.00573840547722195,0.0445704561781955
RGS7BP,0.339952251486969,0.73389248639897,0.859398903354981
F3,1.33516629939854,0.181821924100817,0.391810873130407
GNAL,0.360063376731948,0.718799739640294,0.851204259329902
RASA3,1.96211778223673,0.0497487731143583,0.17692569458712
TAL2,0.354849796519278,0.722702120542261,0.853435720303593
HOMER1,NA,NA,NA
SREK1,0.753553646492422,0.451117286921928,0.664880775487398
TEX38,0.85005238787873,0.395295960816869,0.617501076543036
C2CD3,3.34340817760628,0.000827560762148753,0.0116082380414466
RFTN1,0.247539213019138,0.804490947932744,0.899816303485917
POLR3C,0.131991721465845,0.894990839771415,0.950935455732076
RGS9BP,-3.04289900571152,0.00234310956752447,0.0243660709314423
PPFIA3,3.1383461895939,0.00169904078800503,0.019398994934876
EML1,-0.596046532024506,0.551144141651215,0.740753884341198
RPS6KA4,0.636608589849745,0.52437982861238,0.721085959341765
DLST,0.0596941318206783,0.95239924553091,0.977379805322027
C1QL4,1.33502790931993,0.181867212135526,0.391812142693145
EDARADD,-0.685722365079689,0.492888200637108,0.69795271428385
KPNA4,NA,NA,NA
SYNE3,-2.41670465068254,0.0156617193842129,0.0849961005192539
TAS2R42,3.6341091524264,0.000278942760516718,0.00548129548477819
TRDN,2.66096912342599,0.00779161018326453,0.0541666400026578
TCP11L1,2.18714734947393,0.0287317690025266,0.126619171286305
SLC51B,2.14756878459787,0.0317480274207395,0.133949239148614
ANGPTL5,-0.0643849468593684,0.948663715822347,0.975585078680839
TPGS2,0.852675596879572,0.39383922728469,0.616185668575578
ADGRA3,-0.714430047904917,0.474961297161795,0.682986805529493
PTBP3,-0.358320071959485,0.720103798755221,0.852031786601565
ARID2,0.636104733188635,0.524708160702412,0.721209928014824
USP16,-0.71404144771766,0.475201550348376,0.683072205414206
MEGF8,2.02364282441329,0.0430069153977304,0.162404567261595
TRMT11,1.82530510866898,0.0679549996903853,0.216033685062225
DEFB128,2.16175941804647,0.0306367250371365,0.130930132501893
TMLHE,-0.834682306202914,0.403896606556937,0.625349389703116
PDCD1,-2.57069996580107,0.010149321426297,0.0637757401952477
PTPRB,4.27132186118022,1.94317715332576e-05,0.000919589251159808
CCDC84,-1.84619317356312,0.0648641618041983,0.209800473445844
OR10T2,1.49355494858494,0.135291982077156,0.328556518094874
ABCC5,-2.11313477652973,0.0345892338737812,0.141407135537952
PDE2A,-0.359577705983473,0.71916295798349,0.851567320198263
TMEM150A,0.938693126646369,0.347888323406241,0.575362595585091
ERCC6L,2.08023534932641,0.0375039514060384,0.148755097317049
PDZD8,0.924238373032915,0.355362220807916,0.582152926711911
WDR86,1.155695822352,0.247805597568766,0.468845540505916
ZMIZ1,0.47616413117459,0.63395745116911,0.799758618628534
NUDT17,1.17689047310622,0.239239225075168,0.459913094791013
NDEL1,-1.20938090519462,0.226516541123656,0.44507111314209
BTLA,-1.9764636828222,0.0481022850716321,0.173290383474397
SLX4IP,2.07523723493735,0.0379645532764605,0.150032322632887
KCNK18,-2.25198619160649,0.0243231446393902,0.113796363264745
TMEM212,2.1116321710144,0.0347180109596871,0.141785641173497
TAC4,1.50548877827923,0.132198459775422,0.324020902957298
COQ6,2.61815081992883,0.00884077208167316,0.058564149257546
FSD2,-3.94110293525723,8.1107808685844e-05,0.00236360100621906
CARMIL2,3.29932170535324,0.00096918772045562,0.0130370088195532
ZACN,2.90998177520472,0.00361449832233849,0.0325456354928167
CCKBR,-0.389608321606351,0.69682619773361,0.837918875275513
TRIM46,0.211483886655644,0.83250970446116,0.915897907301974
CYP2R1,3.78925661455474,0.000151098767684914,0.00362950825827164
DHRSX,0.262147698422906,0.793207574197605,0.894179645641306
CHP1,NA,NA,NA
RPS19BP1,-0.149297195381883,0.881319128232952,0.944554609367244
TRAPPC11,-1.84142419860693,0.0655594193544221,0.21123140964912
ENTPD5,1.2676709226081,0.204915492859365,0.419541631949186
FAM91A1,0.642576819365098,0.520498728388594,0.718247166998191
SERPINA11,0.469695578426752,0.638572527312845,0.803114738849831
OR13F1,0.328710847972403,0.742374254092246,0.864263834118164
C9orf85,2.16842886472601,0.0301260715053181,0.130061940058992
PRELID2,0.479453472288662,0.631616060749332,0.797716336761945
BTBD7,-2.18629271749572,0.0287941966004151,0.126713003886579
DEFB105A,-0.255370419594925,0.798437015281068,0.896579598146622
NEXN,4.90870475459859,9.16798777358487e-07,0.000108986157423511
FOXD2,1.63873470800715,0.101268522308021,0.274753782427595
BCL9L,-1.42251818095856,0.154875877363976,0.355932839358415
STARD10,0.763559027226908,0.445130073852726,0.659986475844552
HPDL,1.01529526740941,0.309965099679771,0.538490572259499
C2orf76,0.0978492850733762,0.922051971293968,0.963157128926529
PGAM1,NA,NA,NA
TMPRSS11A,0.881306824444601,0.378151773349098,0.602929648131817
FSCN2,-1.36234079518522,0.17309035873571,0.381015638879011
OR10J5,NA,NA,NA
TMEM216,-0.472616894479955,0.63648652703656,0.801511423419207
RAX,-0.0853471376299947,0.931985417802185,0.967368311416543
RSBN1L,3.38335593279082,0.000716057647461802,0.0104369076770643
PARVA,NA,NA,NA
EMC10,1.52489925965647,0.127284226576494,0.316453985920113
NAA20,NA,NA,NA
CMTM7,-1.79156057962654,0.0732033824594516,0.225704175116419
LRRC70,0.711785910017634,0.476597359073816,0.684529916573829
C3orf70,1.00607768911757,0.314378200118022,0.542682240290977
BMP2K,0.823725775096221,0.410095390537799,0.630147203021392
OR13C8,2.51755389720995,0.0118172887819343,0.069974987816521
KDM4D,NA,NA,NA
RTN4RL2,0.129197217962903,0.897201597505793,0.951582033657425
MARK3,-1.71299207023606,0.086713998450954,0.249371100965147
CCIN,-0.254170864156761,0.799363558646475,0.896810336181745
GATA4,2.33657182667997,0.0194614588047192,0.0978735638951715
EXOC7,-1.21836855340626,0.223083949588331,0.440464834816977
ANKRD37,0.615053370101813,0.538519475187507,0.730577169649453
CDKN3,-0.407687649600714,0.683503005812354,0.830330804524185
CCDC73,5.09316882546203,3.52127875313732e-07,5.85161301759279e-05
TESC,-1.08375572065665,0.278473122701961,0.50584686471
PES1,1.36337785365711,0.172763457037387,0.380469259442177
SLC36A3,0.266820591220828,0.789607299337943,0.892235996544669
SLC36A2,0.895220012829033,0.370669488622631,0.597081639037868
INTU,3.67878504163718,0.00023434767817457,0.00495623915149228
FOXK2,0.130432312590849,0.896224403196222,0.951331882698354
FAM183A,1.09973260316971,0.271448644990607,0.497231486749148
ATP4B,0.955845195729438,0.339150450641155,0.567843817647372
WASF3,0.339004878554363,0.734606055004718,0.859848685570805
UNC5B,2.4902213109587,0.0127663573039205,0.0739190276392191
TCFL5,-3.88701385721507,0.000101484962794,0.00283122334978362
TBX10,0.184642378063698,0.85350954451176,0.929006371395102
TMEM17,3.20528297744869,0.00134929755484519,0.0163141989059293
NIBAN3,0.967393954272346,0.33334713120069,0.562790507352866
KLHDC10,1.36090088795612,0.173545012889921,0.381506686221955
GLDN,1.54974430009813,0.121202900746506,0.30691243035788
TMEM104,-2.70322512753039,0.0068670218472697,0.0498115810503592
MYO18B,2.29784857260367,0.0215704091431168,0.105013839682316
SPATA21,-0.885610246099248,0.375827588381255,0.601012383972023
SF3B1,NA,NA,NA
DEFB105B,-0.376490311260523,0.706552417052289,0.844146567234647
ATP5IF1,-0.557025763979349,0.5775098264544,0.760888045246193
VSTM2B,0.486110401743401,0.62688889239178,0.795085043429082
PRR30,-0.838454216535406,0.401775650761318,0.623642237130044
GHRL,-0.901944936853611,0.367086118687032,0.59334343402095
KRT26,2.5943816391134,0.0094761235050241,0.0612870835032462
SLITRK2,-1.59894190405804,0.109833511930836,0.289190425302745
AMACR,0.839759530548672,0.401043228382539,0.622979501502842
VWCE,1.45345522539389,0.146097402710529,0.343690025744402
CFAP73,0.512409624440348,0.608364356545653,0.783109384441394
VSIG10L,-0.732323464549523,0.463971160738008,0.674863062876516
GABRA5,0.083380006832398,0.933549385384187,0.968056141509
DPPA4,1.52285012721547,0.127796205582897,0.317264577076114
GRK1,-0.441681998647249,0.658719337809466,0.814636292675462
NPAS2,-1.05672944323142,0.290635083470202,0.518296934314685
GGTLC1,4.03160673507282,5.53968278330701e-05,0.00183077384643049
SULT1A2,4.04913124093649,5.14081114586912e-05,0.00174892256109579
TDP1,0.601557252915226,0.547468890648911,0.737715556655019
ACTR8,0.865305768628731,0.386870985465089,0.610107919081127
UNC119,-0.485318883065047,0.627450162770661,0.795518253069552
CENPQ,-0.289548437629042,0.772161718583821,0.882654443743753
LMO1,NA,NA,NA
ST6GALNAC4,1.32720032348268,0.184442425428009,0.394293538692206
CDC42EP4,-2.99358112359934,0.00275724197722781,0.0269750472424037
DACT1,0.847481602534007,0.396726737308611,0.618771906328138
ZNF212,-0.644269967972416,0.519400386550705,0.717400932485968
SLC6A16,-0.609717124995359,0.542049208439802,0.732999846979732
UXT,1.03642937446424,0.300001872282638,0.527740776031122
IQCH,2.04805631056837,0.0405544821379057,0.156402120935045
TP53I3,1.07672141284132,0.281604743211027,0.509443037014462
ZBTB16,-2.99821190324751,0.00271568778811353,0.0267249982132612
SEZ6,0.149275789635603,0.881336018285173,0.944554609367244
TARS3,-1.26212662816445,0.206903224939503,0.42153614977293
OVOL1,-2.02899975948926,0.0424583148107941,0.161262234977412
NCKAP5L,0.343159697328705,0.731478322635653,0.85817329006588
TUBA1B,0.367057289051191,0.713576285358763,0.848426235703306
PNRC1,-0.239792429421619,0.810491176221464,0.9028541485117
FRMD1,-0.723052653816652,0.469647535825816,0.6789818283062
ZNF532,2.12933788212448,0.0332263157578182,0.137812539273499
TNNI1,-2.02820721181522,0.0425391041760178,0.161328851386382
NME1,2.13650783840391,0.0326380427600695,0.136493862335371
IL17F,1.43678636630966,0.15077870549137,0.351023284482696
THEM6,1.64486048688802,0.0999985850000856,0.272964567855065
RAD54B,1.50669266648055,0.131889452179941,0.323368937294926
HTR7,-0.532157406438368,0.594616980446783,0.773465011676322
STRADA,1.59186927514672,0.111414080477005,0.291725049646916
TRAF5,0.165892688825881,0.868241401244099,0.937195989603961
CDCA4,-1.3172377146563,0.187758955715417,0.398213175894601
SLC22A8,-0.238549140510721,0.811455206544236,0.903037314384578
LIPA,1.53998653418496,0.123563635818401,0.310602873921981
MTDH,-0.0627976286773527,0.949927654185325,0.975953958457552
SNTB2,1.52294899732063,0.127771466011833,0.317255537387702
SRA1,0.15386470326779,0.877716415344574,0.942797466785939
TMEM39B,1.1180364559964,0.263551423580609,0.487576618649313
HYAL3,0.266792739009709,0.789628745122591,0.892235996544669
LARP1,0.209234561359543,0.834265133418445,0.917221964700824
SPAG17,0.512233864826615,0.608487344828788,0.783174202190403
WASHC2C,1.80424493485011,0.0711929179131513,0.221786738886013
TESK1,0.178297989046552,0.858488958019776,0.932266805932214
AP3S2,NA,NA,NA
SERPINB7,-1.57688804107041,0.114821288725429,0.296916202676574
GGT7,-1.45682989238254,0.145163342246609,0.342111786188769
ZFP36L1,-0.108080989622892,0.913931447891103,0.959870722142224
EIF5A,0.336900779884836,0.736191697391404,0.860616850942591
ARHGAP10,-0.683072246404008,0.49456119169663,0.699515558424702
SCAI,-1.03657485992294,0.299934034692418,0.527683173004551
ZNF576,1.59164573145339,0.111464328417793,0.291747451073691
DNAJB2,0.918447677553425,0.358384539612344,0.58544577101041
MMP25,0.42824420537571,0.668473335566816,0.820763293812912
EPHA3,1.42576772239426,0.153935400832683,0.354910552333802
PNPLA2,0.662546721194884,0.5076209025346,0.708605227572668
SLC39A9,-0.487906694483934,0.625615932471942,0.794073333044703
HLCS,-0.243157312707737,0.807883534066181,0.901366380745265
LRRFIP2,1.76488234276613,0.0775835418416133,0.233174057951017
ASAP3,2.21813700012074,0.0265454926946429,0.120266518122731
C2CD2L,-2.43991872850797,0.014690566469936,0.0812737483474716
SEC23B,1.19746563043094,0.231125116077973,0.45080151395905
HORMAD2,0.930388695133176,0.352169869648819,0.57913148839778
SEL1L,1.55244983896826,0.120554626127946,0.305875940283646
HDHD5,2.24580514932612,0.0247164913460339,0.114852249805411
HJV,0.873754755331289,0.382251824862111,0.605681843040206
ZCCHC7,2.36722265083511,0.0179221472818732,0.0927056514198581
BRIX1,0.693553687306654,0.487962146122948,0.692664620594811
RAB27A,1.79504352582343,0.0726467654188469,0.224586638898684
DHX15,NA,NA,NA
ATG101,NA,NA,NA
NXN,-0.28507281133541,0.775588359580077,0.884487688436307
GDPD5,-1.23422239662339,0.217120043964097,0.433519333566342
SKAP1,3.68034473066534,0.000232918852668928,0.0049399164846018
HIP1,1.29528551604932,0.195221753812793,0.407941844369506
LUZP2,0.366096270613645,0.714293240261073,0.84874245894212
STARD13,-3.29006548329448,0.00100164069639794,0.013340718469208
AGPAT1,0.0569830020853755,0.954558735508782,0.978238922227599
PRR5,-1.5687359405414,0.11670948038394,0.30030124170659
PRELID3A,1.16376534829465,0.244519118481548,0.465422023367979
SEC62,1.80416328331679,0.0712057134063205,0.221786738886013
AGTPBP1,1.29051760650864,0.196871002787294,0.409771565598655
ZNF444,-1.40656599130705,0.159556123516844,0.361931728665377
CELA3B,4.75510204072641,1.98346208877574e-06,0.000181861703834883
MRPL35,2.42101054954393,0.0154774281059805,0.0844157005548166
PKD1L2,-1.14444048681429,0.252441005733618,0.47384289142634
TBC1D22A,-2.09936335447295,0.0357848824952021,0.144453187471908
NUDT4,1.2200609713213,0.222441762361723,0.439765550964138
MXD4,-0.936596228050548,0.348966292981433,0.576511332406264
AZIN1,1.53034094875429,0.125932357399946,0.314193605147334
CXCL14,1.0612989229581,0.28855407506561,0.51580927564926
RBBP9,-0.934219914047895,0.350190465397558,0.577527162729305
CDR2L,-3.56131626703856,0.000369000282352478,0.00672564514634449
P2RX4,0.794652286368981,0.426815794432789,0.645092883795945
TNPO1,NA,NA,NA
STARD7,0.989098553753945,0.322614925156215,0.551644299784227
FAM53B,-0.0424410716688726,0.966147087372242,0.984218099928666
BAG5,-3.55178973870105,0.000382620478587799,0.00689307134996875
CRYGN,NA,NA,NA
NPHP3,1.74178228517155,0.0815465476168501,0.241096232110612
ABHD12B,0.334437998332892,0.738049069933107,0.861716271805585
LRRC8D,2.52332670203587,0.0116250343282647,0.0693398021396735
DGKH,0.512756933051794,0.608121358940081,0.783038266345435
PCID2,1.0297312073879,0.303136201694852,0.531575401152828
NAB1,0.440577064335893,0.659519210149562,0.81522321109897
CLPTM1,-0.298136059814485,0.76559932053721,0.879205512671302
ZNF644,4.12734501396362,3.66975601657478e-05,0.00137611274865923
ARHGAP6,-2.16735600968916,0.0302077187969048,0.130227484962459
SERPINA9,-0.607906049556417,0.543249787056227,0.734212389714586
LRRC71,-0.108391608391609,0.913685057451314,0.959718436380279
RAD51C,1.17587063489939,0.239646574898486,0.460107960514369
NIPA1,NA,NA,NA
ITPRIP,-0.089138062159217,0.928972188546932,0.966624136285855
FIP1L1,-0.790254154869726,0.429379354863681,0.647665498955278
SIRT6,3.42096041623516,0.000624004138055952,0.00960256621249329
NRIP2,0.192468348717065,0.847375358453399,0.924873576617824
RTN4,0.0431148523249496,0.965609979865463,0.984064877481326
PPP2R5E,NA,NA,NA
TSPO,1.85157240369712,0.0640872488428736,0.208079973018029
LZTS3,-1.22975271673196,0.218789719306656,0.435580697631958
AP1S1,NA,NA,NA
CBX3,NA,NA,NA
CHAT,-0.182018054492471,0.855568557140835,0.930439313931202
